ID, pX, pY, pZ, vX, vY, vZ, aX, aY, aZ, m
6582, 6.47512, 0.274962, 3.27146, 0, 0, 0, 0, 0, 0, 1
6583, 2.34691, 6.79729, 2.17736, 0, 0, 0, 0, 0, 0, 1
6584, 7.26289, 2.71825, 2.29667, 0, 0, 0, 0, 0, 0, 1
6585, 6.71289, 8.51272, 5.17572, 0, 0, 0, 0, 0, 0, 1
6586, 0.0915906, 1.97361, 8.96247, 0, 0, 0, 0, 0, 0, 1
6587, 9.3027, 6.49638, 6.07869, 0, 0, 0, 0, 0, 0, 1
6588, 8.19402, 7.14123, 3.42354, 0, 0, 0, 0, 0, 0, 1
6589, 1.55956, 4.1013, 3.9785, 0, 0, 0, 0, 0, 0, 1
6590, 7.9395, 0.667558, 4.01559, 0, 0, 0, 0, 0, 0, 1
6591, 7.42122, 7.98619, 7.37577, 0, 0, 0, 0, 0, 0, 1
6592, 9.37499, 6.54915, 1.77201, 0, 0, 0, 0, 0, 0, 1
6593, 3.95588, 1.15172, 8.84094, 0, 0, 0, 0, 0, 0, 1
6594, 2.59789, 7.74916, 5.17084, 0, 0, 0, 0, 0, 0, 1
6595, 8.57863, 5.21563, 2.7791, 0, 0, 0, 0, 0, 0, 1
6596, 9.39061, 9.42953, 7.24437, 0, 0, 0, 0, 0, 0, 1
6597, 0.301095, 5.65641, 2.90146, 0, 0, 0, 0, 0, 0, 1
6598, 4.34909, 2.84931, 8.61043, 0, 0, 0, 0, 0, 0, 1
6599, 1.51158, 5.52153, 4.47736, 0, 0, 0, 0, 0, 0, 1
6600, 5.07344, 8.23181, 8.68765, 0, 0, 0, 0, 0, 0, 1
6601, 7.20658, 3.64632, 4.52674, 0, 0, 0, 0, 0, 0, 1
6602, 9.01667, 3.47696, 6.80915, 0, 0, 0, 0, 0, 0, 1
6603, 3.02943, 1.43001, 6.2886, 0, 0, 0, 0, 0, 0, 1
6604, 7.00933, 8.34542, 9.00635, 0, 0, 0, 0, 0, 0, 1
6605, 1.66049, 7.74881, 5.40758, 0, 0, 0, 0, 0, 0, 1
6606, 5.94899, 2.91465, 3.97526, 0, 0, 0, 0, 0, 0, 1
6607, 6.53158, 6.85612, 3.8953, 0, 0, 0, 0, 0, 0, 1
6608, 0.638455, 6.17272, 5.95549, 0, 0, 0, 0, 0, 0, 1
6609, 0.66081, 8.73801, 7.57579, 0, 0, 0, 0, 0, 0, 1
6610, 1.75181, 6.94801, 6.35863, 0, 0, 0, 0, 0, 0, 1
6611, 2.75302, 2.94218, 9.81131, 0, 0, 0, 0, 0, 0, 1
6612, 2.24055, 5.7721, 3.17788, 0, 0, 0, 0, 0, 0, 1
6613, 2.40326, 0.443915, 7.31003, 0, 0, 0, 0, 0, 0, 1
6614, 6.71983, 4.17814, 7.73473, 0, 0, 0, 0, 0, 0, 1
6615, 0.144499, 8.98474, 2.64727, 0, 0, 0, 0, 0, 0, 1
6616, 7.94802, 9.70997, 4.68564, 0, 0, 0, 0, 0, 0, 1
6617, 1.94396, 2.111, 1.21578, 0, 0, 0, 0, 0, 0, 1
6618, 8.85857, 8.1905, 6.7097, 0, 0, 0, 0, 0, 0, 1
6619, 2.71203, 2.13055, 8.73973, 0, 0, 0, 0, 0, 0, 1
6620, 5.61307, 9.06519, 0.969933, 0, 0, 0, 0, 0, 0, 1
6621, 5.32821, 3.67441, 6.6298, 0, 0, 0, 0, 0, 0, 1
6622, 6.27533, 5.72537, 6.49141, 0, 0, 0, 0, 0, 0, 1
6623, 4.25495, 2.23175, 1.83054, 0, 0, 0, 0, 0, 0, 1
6624, 5.12113, 1.52126, 1.89278, 0, 0, 0, 0, 0, 0, 1
6625, 8.57405, 9.17121, 3.64172, 0, 0, 0, 0, 0, 0, 1
6626, 4.61777, 5.96934, 9.95748, 0, 0, 0, 0, 0, 0, 1
6627, 2.58293, 2.43106, 4.5624, 0, 0, 0, 0, 0, 0, 1
6628, 9.53599, 5.50076, 3.89926, 0, 0, 0, 0, 0, 0, 1
6629, 7.5437, 8.04547, 6.95665, 0, 0, 0, 0, 0, 0, 1
6630, 2.0407, 1.37121, 9.07948, 0, 0, 0, 0, 0, 0, 1
6631, 7.36664, 8.34812, 4.26843, 0, 0, 0, 0, 0, 0, 1
6632, 6.13121, 2.44761, 2.43281, 0, 0, 0, 0, 0, 0, 1
6633, 5.89963, 1.1461, 5.86014, 0, 0, 0, 0, 0, 0, 1
6634, 6.42488, 1.58919, 4.76655, 0, 0, 0, 0, 0, 0, 1
6635, 4.42574, 2.1442, 5.65279, 0, 0, 0, 0, 0, 0, 1
6636, 5.8012, 0.71272, 0.289228, 0, 0, 0, 0, 0, 0, 1
6637, 6.20737, 5.21346, 5.02743, 0, 0, 0, 0, 0, 0, 1
6638, 1.20394, 1.93945, 0.478728, 0, 0, 0, 0, 0, 0, 1
6639, 5.64167, 4.883, 3.80025, 0, 0, 0, 0, 0, 0, 1
6640, 7.12592, 2.22848, 4.29392, 0, 0, 0, 0, 0, 0, 1
6641, 9.22639, 4.66849, 0.265283, 0, 0, 0, 0, 0, 0, 1
6642, 0.614767, 8.21143, 4.89262, 0, 0, 0, 0, 0, 0, 1
6643, 1.87875, 2.6132, 5.65991, 0, 0, 0, 0, 0, 0, 1
6644, 1.5341, 0.0620583, 1.98165, 0, 0, 0, 0, 0, 0, 1
6645, 4.65943, 5.36652, 5.19584, 0, 0, 0, 0, 0, 0, 1
6646, 6.39713, 7.72567, 2.752, 0, 0, 0, 0, 0, 0, 1
6647, 7.40769, 7.87916, 1.74197, 0, 0, 0, 0, 0, 0, 1
6648, 8.55192, 1.87121, 1.90403, 0, 0, 0, 0, 0, 0, 1
6649, 1.26598, 7.13134, 4.99978, 0, 0, 0, 0, 0, 0, 1
6650, 6.76574, 3.77267, 7.227, 0, 0, 0, 0, 0, 0, 1
6651, 2.22658, 6.92114, 2.26576, 0, 0, 0, 0, 0, 0, 1
6652, 5.57012, 0.0693777, 0.055478, 0, 0, 0, 0, 0, 0, 1
6653, 5.08384, 4.43351, 3.53109, 0, 0, 0, 0, 0, 0, 1
6654, 2.60917, 3.2007, 8.5517, 0, 0, 0, 0, 0, 0, 1
6655, 4.01297, 2.58171, 6.08191, 0, 0, 0, 0, 0, 0, 1
6656, 6.34301, 7.74866, 0.614833, 0, 0, 0, 0, 0, 0, 1
6657, 4.03985, 4.85064, 1.62052, 0, 0, 0, 0, 0, 0, 1
6658, 6.45513, 3.04489, 2.13513, 0, 0, 0, 0, 0, 0, 1
6659, 3.39849, 4.19325, 8.99511, 0, 0, 0, 0, 0, 0, 1
6660, 9.51954, 4.13552, 3.34605, 0, 0, 0, 0, 0, 0, 1
6661, 7.59362, 5.52293, 8.71132, 0, 0, 0, 0, 0, 0, 1
6662, 9.98507, 8.98805, 2.09249, 0, 0, 0, 0, 0, 0, 1
6663, 3.98281, 9.53702, 4.62749, 0, 0, 0, 0, 0, 0, 1
6664, 4.28384, 9.42926, 1.01527, 0, 0, 0, 0, 0, 0, 1
6665, 7.09543, 0.0616938, 8.18325, 0, 0, 0, 0, 0, 0, 1
6666, 6.58769, 4.52887, 8.98163, 0, 0, 0, 0, 0, 0, 1
6667, 8.51075, 9.93159, 6.17324, 0, 0, 0, 0, 0, 0, 1
6668, 7.55942, 4.6583, 9.83462, 0, 0, 0, 0, 0, 0, 1
6669, 3.08418, 0.688193, 5.79367, 0, 0, 0, 0, 0, 0, 1
6670, 2.01659, 6.60273, 1.74479, 0, 0, 0, 0, 0, 0, 1
6671, 6.85058, 2.52505, 3.96923, 0, 0, 0, 0, 0, 0, 1
6672, 3.29745, 2.83412, 1.57204, 0, 0, 0, 0, 0, 0, 1
6673, 4.91624, 8.1344, 8.5149, 0, 0, 0, 0, 0, 0, 1
6674, 8.92649, 7.60542, 3.70756, 0, 0, 0, 0, 0, 0, 1
6675, 2.27983, 1.40325, 2.4575, 0, 0, 0, 0, 0, 0, 1
6676, 4.43755, 3.79893, 7.42068, 0, 0, 0, 0, 0, 0, 1
6677, 1.47561, 3.29201, 8.63128, 0, 0, 0, 0, 0, 0, 1
6678, 4.60213, 4.48438, 6.40089, 0, 0, 0, 0, 0, 0, 1
6679, 0.634017, 1.61357, 6.05493, 0, 0, 0, 0, 0, 0, 1
6680, 9.13583, 1.29889, 5.97661, 0, 0, 0, 0, 0, 0, 1
6681, 2.50692, 9.38869, 6.10187, 0, 0, 0, 0, 0, 0, 1
6682, 0.634232, 7.39932, 7.61103, 0, 0, 0, 0, 0, 0, 1
6683, 4.56157, 6.06167, 6.25871, 0, 0, 0, 0, 0, 0, 1
6684, 5.53558, 4.03587, 5.90608, 0, 0, 0, 0, 0, 0, 1
6685, 5.41293, 4.65383, 1.34794, 0, 0, 0, 0, 0, 0, 1
6686, 6.28294, 3.81208, 4.096, 0, 0, 0, 0, 0, 0, 1
6687, 9.0075, 8.70716, 3.86576, 0, 0, 0, 0, 0, 0, 1
6688, 0.770969, 8.22101, 6.68607, 0, 0, 0, 0, 0, 0, 1
6689, 8.56569, 4.31012, 7.20715, 0, 0, 0, 0, 0, 0, 1
6690, 9.05084, 1.79239, 2.54981, 0, 0, 0, 0, 0, 0, 1
6691, 1.25125, 8.75213, 3.62374, 0, 0, 0, 0, 0, 0, 1
6692, 3.09678, 0.803024, 5.87987, 0, 0, 0, 0, 0, 0, 1
6693, 1.95239, 3.92778, 7.59425, 0, 0, 0, 0, 0, 0, 1
6694, 8.43267, 3.77302, 6.9673, 0, 0, 0, 0, 0, 0, 1
6695, 0.162775, 4.55875, 0.644074, 0, 0, 0, 0, 0, 0, 1
6696, 9.80351, 4.02242, 1.69924, 0, 0, 0, 0, 0, 0, 1
6697, 6.82364, 4.82895, 8.48044, 0, 0, 0, 0, 0, 0, 1
6698, 1.98766, 2.32202, 5.7772, 0, 0, 0, 0, 0, 0, 1
6699, 6.99123, 3.38549, 0.199451, 0, 0, 0, 0, 0, 0, 1
6700, 5.78063, 0.572262, 7.87253, 0, 0, 0, 0, 0, 0, 1
6701, 3.26319, 6.13219, 6.67179, 0, 0, 0, 0, 0, 0, 1
6702, 3.13376, 7.50488, 4.56809, 0, 0, 0, 0, 0, 0, 1
6703, 8.25152, 3.77289, 7.74311, 0, 0, 0, 0, 0, 0, 1
6704, 1.77434, 9.9327, 2.64662, 0, 0, 0, 0, 0, 0, 1
6705, 5.62436, 9.74307, 9.30572, 0, 0, 0, 0, 0, 0, 1
6706, 5.62085, 6.63932, 2.46377, 0, 0, 0, 0, 0, 0, 1
6707, 0.289545, 5.31442, 8.52718, 0, 0, 0, 0, 0, 0, 1
6708, 9.09635, 5.35931, 5.8487, 0, 0, 0, 0, 0, 0, 1
6709, 5.8513, 3.02815, 4.74836, 0, 0, 0, 0, 0, 0, 1
6710, 9.82163, 6.62242, 8.05722, 0, 0, 0, 0, 0, 0, 1
6711, 9.76827, 7.01714, 6.24258, 0, 0, 0, 0, 0, 0, 1
6712, 2.73085, 5.86244, 7.96253, 0, 0, 0, 0, 0, 0, 1
6713, 6.51484, 0.857911, 1.46114, 0, 0, 0, 0, 0, 0, 1
6714, 5.59095, 6.49023, 7.49293, 0, 0, 0, 0, 0, 0, 1
6715, 8.16064, 5.46751, 0.831369, 0, 0, 0, 0, 0, 0, 1
6716, 4.6572, 2.56065, 8.18013, 0, 0, 0, 0, 0, 0, 1
6717, 3.47248, 9.62024, 3.29664, 0, 0, 0, 0, 0, 0, 1
6718, 7.59531, 4.24824, 2.17452, 0, 0, 0, 0, 0, 0, 1
6719, 6.01229, 3.85064, 0.100666, 0, 0, 0, 0, 0, 0, 1
6720, 8.54385, 7.86992, 0.994046, 0, 0, 0, 0, 0, 0, 1
6721, 1.71081, 3.22421, 3.94454, 0, 0, 0, 0, 0, 0, 1
6722, 0.962442, 1.56912, 2.40317, 0, 0, 0, 0, 0, 0, 1
6723, 0.120099, 3.98188, 3.74174, 0, 0, 0, 0, 0, 0, 1
6724, 0.968815, 9.77077, 1.04596, 0, 0, 0, 0, 0, 0, 1
6725, 4.79114, 9.29814, 0.25657, 0, 0, 0, 0, 0, 0, 1
6726, 9.51271, 6.08482, 9.45059, 0, 0, 0, 0, 0, 0, 1
6727, 0.114184, 5.53602, 5.17553, 0, 0, 0, 0, 0, 0, 1
6728, 0.498779, 1.90322, 9.00823, 0, 0, 0, 0, 0, 0, 1
6729, 9.68463, 6.84581, 4.2921, 0, 0, 0, 0, 0, 0, 1
6730, 8.43435, 9.19804, 0.303548, 0, 0, 0, 0, 0, 0, 1
6731, 5.32649, 4.813, 2.26115, 0, 0, 0, 0, 0, 0, 1
6732, 2.90306, 5.17294, 1.02138, 0, 0, 0, 0, 0, 0, 1
6733, 8.69391, 7.51083, 1.24214, 0, 0, 0, 0, 0, 0, 1
6734, 2.70801, 3.14288, 8.0652, 0, 0, 0, 0, 0, 0, 1
6735, 9.15434, 9.74797, 7.86291, 0, 0, 0, 0, 0, 0, 1
6736, 4.03838, 9.70585, 3.28129, 0, 0, 0, 0, 0, 0, 1
6737, 6.90944, 9.20373, 9.1673, 0, 0, 0, 0, 0, 0, 1
6738, 2.44978, 7.3174, 1.11405, 0, 0, 0, 0, 0, 0, 1
6739, 6.27962, 6.69177, 6.76148, 0, 0, 0, 0, 0, 0, 1
6740, 5.9685, 4.32142, 7.19413, 0, 0, 0, 0, 0, 0, 1
6741, 9.90674, 1.78441, 9.69585, 0, 0, 0, 0, 0, 0, 1
6742, 2.92044, 5.09843, 9.92574, 0, 0, 0, 0, 0, 0, 1
6743, 8.04724, 4.18283, 2.88311, 0, 0, 0, 0, 0, 0, 1
6744, 1.94323, 4.52186, 4.01828, 0, 0, 0, 0, 0, 0, 1
6745, 9.73443, 9.7144, 9.121, 0, 0, 0, 0, 0, 0, 1
6746, 7.60057, 0.486078, 9.05336, 0, 0, 0, 0, 0, 0, 1
6747, 3.84142, 6.32593, 0.0280841, 0, 0, 0, 0, 0, 0, 1
6748, 9.84944, 6.65265, 3.00296, 0, 0, 0, 0, 0, 0, 1
6749, 2.2594, 0.769417, 7.84972, 0, 0, 0, 0, 0, 0, 1
6750, 9.05637, 7.69273, 4.9462, 0, 0, 0, 0, 0, 0, 1
6751, 5.64849, 0.412938, 8.9642, 0, 0, 0, 0, 0, 0, 1
6752, 2.40442, 2.07778, 0.519015, 0, 0, 0, 0, 0, 0, 1
6753, 2.40887, 2.01674, 7.4825, 0, 0, 0, 0, 0, 0, 1
6754, 9.17613, 2.54634, 0.787235, 0, 0, 0, 0, 0, 0, 1
6755, 6.47869, 8.1756, 1.03822, 0, 0, 0, 0, 0, 0, 1
6756, 0.350624, 6.31885, 5.14551, 0, 0, 0, 0, 0, 0, 1
6757, 2.74773, 3.51814, 4.83033, 0, 0, 0, 0, 0, 0, 1
6758, 7.46755, 1.52487, 6.70382, 0, 0, 0, 0, 0, 0, 1
6759, 8.92418, 9.7313, 4.13324, 0, 0, 0, 0, 0, 0, 1
6760, 7.80719, 3.04926, 1.95308, 0, 0, 0, 0, 0, 0, 1
6761, 2.52399, 8.65322, 6.91104, 0, 0, 0, 0, 0, 0, 1
6762, 7.88693, 5.15689, 6.01691, 0, 0, 0, 0, 0, 0, 1
6763, 3.06361, 8.87563, 9.50955, 0, 0, 0, 0, 0, 0, 1
6764, 9.90532, 5.44832, 7.1441, 0, 0, 0, 0, 0, 0, 1
6765, 6.80588, 5.02121, 9.0974, 0, 0, 0, 0, 0, 0, 1
6766, 6.13371, 9.63807, 0.630796, 0, 0, 0, 0, 0, 0, 1
6767, 3.75113, 8.20579, 3.14267, 0, 0, 0, 0, 0, 0, 1
6768, 5.16503, 4.78852, 2.06014, 0, 0, 0, 0, 0, 0, 1
6769, 7.50857, 7.95365, 4.24667, 0, 0, 0, 0, 0, 0, 1
6770, 3.93991, 0.862343, 7.68407, 0, 0, 0, 0, 0, 0, 1
6771, 5.55403, 5.04244, 8.03443, 0, 0, 0, 0, 0, 0, 1
6772, 8.94744, 8.90249, 2.29683, 0, 0, 0, 0, 0, 0, 1
6773, 7.55613, 1.3267, 1.27603, 0, 0, 0, 0, 0, 0, 1
6774, 9.8651, 5.43364, 1.35997, 0, 0, 0, 0, 0, 0, 1
6775, 8.82157, 4.83418, 3.65, 0, 0, 0, 0, 0, 0, 1
6776, 7.34471, 9.23532, 5.03147, 0, 0, 0, 0, 0, 0, 1
6777, 6.46835, 8.87108, 6.5927, 0, 0, 0, 0, 0, 0, 1
6778, 8.49868, 4.06822, 2.07981, 0, 0, 0, 0, 0, 0, 1
6779, 2.30781, 0.122952, 9.8982, 0, 0, 0, 0, 0, 0, 1
6780, 3.49782, 7.75971, 5.58608, 0, 0, 0, 0, 0, 0, 1
6781, 2.1686, 8.94946, 2.05613, 0, 0, 0, 0, 0, 0, 1
6782, 8.58196, 1.32633, 4.91217, 0, 0, 0, 0, 0, 0, 1
6783, 7.03861, 1.77726, 8.28801, 0, 0, 0, 0, 0, 0, 1
6784, 0.281571, 2.69147, 4.23669, 0, 0, 0, 0, 0, 0, 1
6785, 5.58041, 3.36651, 8.99105, 0, 0, 0, 0, 0, 0, 1
6786, 7.8393, 5.4334, 5.6247, 0, 0, 0, 0, 0, 0, 1
6787, 8.40446, 4.54052, 5.46134, 0, 0, 0, 0, 0, 0, 1
6788, 5.71072, 5.08593, 9.79719, 0, 0, 0, 0, 0, 0, 1
6789, 6.34832, 4.06278, 8.07617, 0, 0, 0, 0, 0, 0, 1
6790, 1.16779, 6.8065, 2.69097, 0, 0, 0, 0, 0, 0, 1
6791, 3.14234, 9.09404, 0.150823, 0, 0, 0, 0, 0, 0, 1
6792, 3.92108, 2.84175, 2.77416, 0, 0, 0, 0, 0, 0, 1
6793, 4.49026, 0.604911, 2.546, 0, 0, 0, 0, 0, 0, 1
6794, 2.58124, 4.04243, 5.07982, 0, 0, 0, 0, 0, 0, 1
6795, 9.86298, 1.69297, 0.642039, 0, 0, 0, 0, 0, 0, 1
6796, 3.45685, 4.42494, 2.83421, 0, 0, 0, 0, 0, 0, 1
6797, 3.20432, 4.87785, 9.82991, 0, 0, 0, 0, 0, 0, 1
6798, 4.03542, 5.2145, 6.52599, 0, 0, 0, 0, 0, 0, 1
6799, 2.90334, 1.18594, 2.22965, 0, 0, 0, 0, 0, 0, 1
6800, 7.04313, 2.32877, 2.3969, 0, 0, 0, 0, 0, 0, 1
6801, 1.70333, 4.29149, 6.97165, 0, 0, 0, 0, 0, 0, 1
6802, 4.42371, 9.29067, 5.61135, 0, 0, 0, 0, 0, 0, 1
6803, 9.86652, 3.71001, 7.63399, 0, 0, 0, 0, 0, 0, 1
6804, 0.252814, 4.84365, 1.76241, 0, 0, 0, 0, 0, 0, 1
6805, 2.86927, 5.68565, 0.532377, 0, 0, 0, 0, 0, 0, 1
6806, 2.41654, 3.43108, 3.65589, 0, 0, 0, 0, 0, 0, 1
6807, 6.44304, 4.56895, 5.38046, 0, 0, 0, 0, 0, 0, 1
6808, 4.73506, 1.55405, 0.112637, 0, 0, 0, 0, 0, 0, 1
6809, 2.05341, 4.21487, 5.62448, 0, 0, 0, 0, 0, 0, 1
6810, 2.49894, 2.14928, 7.94096, 0, 0, 0, 0, 0, 0, 1
6811, 7.26575, 8.06921, 6.70173, 0, 0, 0, 0, 0, 0, 1
6812, 4.49092, 9.88493, 3.91751, 0, 0, 0, 0, 0, 0, 1
6813, 7.57495, 9.15675, 6.30934, 0, 0, 0, 0, 0, 0, 1
6814, 2.85881, 1.20058, 5.7977, 0, 0, 0, 0, 0, 0, 1
6815, 4.99716, 0.814716, 9.73009, 0, 0, 0, 0, 0, 0, 1
6816, 8.15461, 1.10063, 6.62747, 0, 0, 0, 0, 0, 0, 1
6817, 4.09821, 2.92783, 9.58945, 0, 0, 0, 0, 0, 0, 1
6818, 6.66946, 7.11053, 2.23342, 0, 0, 0, 0, 0, 0, 1
6819, 9.205, 7.93486, 0.259131, 0, 0, 0, 0, 0, 0, 1
6820, 6.98557, 3.34992, 6.33859, 0, 0, 0, 0, 0, 0, 1
6821, 7.75582, 5.11965, 2.45017, 0, 0, 0, 0, 0, 0, 1
6822, 7.63148, 8.60153, 1.33235, 0, 0, 0, 0, 0, 0, 1
6823, 0.974741, 3.86599, 2.35293, 0, 0, 0, 0, 0, 0, 1
6824, 3.62677, 0.0284801, 4.6694, 0, 0, 0, 0, 0, 0, 1
6825, 4.01696, 2.51748, 5.14213, 0, 0, 0, 0, 0, 0, 1
6826, 9.64626, 7.67638, 4.64976, 0, 0, 0, 0, 0, 0, 1
6827, 6.21818, 2.54219, 0.0814905, 0, 0, 0, 0, 0, 0, 1
6828, 7.13067, 2.13255, 5.49113, 0, 0, 0, 0, 0, 0, 1
6829, 9.55354, 7.52248, 7.23953, 0, 0, 0, 0, 0, 0, 1
6830, 3.76425, 9.28582, 2.32316, 0, 0, 0, 0, 0, 0, 1
6831, 4.12484, 3.34978, 2.58603, 0, 0, 0, 0, 0, 0, 1
6832, 0.426487, 0.491555, 2.97382, 0, 0, 0, 0, 0, 0, 1
6833, 0.938568, 6.62282, 8.31521, 0, 0, 0, 0, 0, 0, 1
6834, 4.34522, 5.25013, 5.96504, 0, 0, 0, 0, 0, 0, 1
6835, 6.15987, 6.46316, 0.948485, 0, 0, 0, 0, 0, 0, 1
6836, 0.953143, 9.3339, 6.74443, 0, 0, 0, 0, 0, 0, 1
6837, 2.57917, 8.34428, 9.42836, 0, 0, 0, 0, 0, 0, 1
6838, 3.29747, 9.26177, 4.90403, 0, 0, 0, 0, 0, 0, 1
6839, 7.06831, 0.933817, 3.48262, 0, 0, 0, 0, 0, 0, 1
6840, 2.55227, 3.71093, 8.9786, 0, 0, 0, 0, 0, 0, 1
6841, 4.20557, 4.76006, 0.61828, 0, 0, 0, 0, 0, 0, 1
6842, 3.84733, 7.96358, 3.67109, 0, 0, 0, 0, 0, 0, 1
6843, 2.56207, 8.51631, 9.33456, 0, 0, 0, 0, 0, 0, 1
6844, 0.43313, 4.16233, 4.38133, 0, 0, 0, 0, 0, 0, 1
6845, 6.38543, 8.39811, 5.20637, 0, 0, 0, 0, 0, 0, 1
6846, 5.56979, 8.75297, 0.64006, 0, 0, 0, 0, 0, 0, 1
6847, 6.90556, 3.54573, 1.67803, 0, 0, 0, 0, 0, 0, 1
6848, 5.7227, 2.17565, 2.39333, 0, 0, 0, 0, 0, 0, 1
6849, 3.77165, 7.78764, 9.64936, 0, 0, 0, 0, 0, 0, 1
6850, 7.07707, 6.24136, 6.57644, 0, 0, 0, 0, 0, 0, 1
6851, 1.69037, 4.66325, 5.51995, 0, 0, 0, 0, 0, 0, 1
6852, 3.24125, 7.80302, 3.64468, 0, 0, 0, 0, 0, 0, 1
6853, 8.68189, 9.90148, 2.24361, 0, 0, 0, 0, 0, 0, 1
6854, 8.85896, 6.95801, 5.04685, 0, 0, 0, 0, 0, 0, 1
6855, 2.42051, 6.57426, 8.14169, 0, 0, 0, 0, 0, 0, 1
6856, 7.83352, 8.50636, 5.37793, 0, 0, 0, 0, 0, 0, 1
6857, 8.32699, 2.0456, 2.26054, 0, 0, 0, 0, 0, 0, 1
6858, 1.07988, 5.73186, 7.24498, 0, 0, 0, 0, 0, 0, 1
6859, 9.02395, 1.49152, 9.59859, 0, 0, 0, 0, 0, 0, 1
6860, 1.09767, 7.53833, 6.29933, 0, 0, 0, 0, 0, 0, 1
6861, 9.95889, 7.11923, 4.93806, 0, 0, 0, 0, 0, 0, 1
6862, 6.51222, 9.61243, 9.34557, 0, 0, 0, 0, 0, 0, 1
6863, 1.89342, 2.15711, 6.26291, 0, 0, 0, 0, 0, 0, 1
6864, 6.87178, 1.09732, 0.731916, 0, 0, 0, 0, 0, 0, 1
6865, 3.38866, 7.79101, 2.74465, 0, 0, 0, 0, 0, 0, 1
6866, 6.81061, 7.38185, 1.55276, 0, 0, 0, 0, 0, 0, 1
6867, 3.3758, 1.06006, 5.27559, 0, 0, 0, 0, 0, 0, 1
6868, 1.31999, 0.455043, 3.27942, 0, 0, 0, 0, 0, 0, 1
6869, 0.83482, 8.57967, 7.12501, 0, 0, 0, 0, 0, 0, 1
6870, 3.33853, 9.45978, 8.65537, 0, 0, 0, 0, 0, 0, 1
6871, 1.91725, 7.1928, 8.29512, 0, 0, 0, 0, 0, 0, 1
6872, 9.68852, 2.6396, 5.03796, 0, 0, 0, 0, 0, 0, 1
6873, 1.06821, 0.567992, 6.44057, 0, 0, 0, 0, 0, 0, 1
6874, 3.93739, 7.0166, 4.93083, 0, 0, 0, 0, 0, 0, 1
6875, 3.44792, 6.6732, 1.15282, 0, 0, 0, 0, 0, 0, 1
6876, 1.24519, 3.89377, 8.29575, 0, 0, 0, 0, 0, 0, 1
6877, 2.58908, 0.405158, 5.48627, 0, 0, 0, 0, 0, 0, 1
6878, 0.125994, 4.78413, 5.31366, 0, 0, 0, 0, 0, 0, 1
6879, 4.14621, 2.38388, 0.690101, 0, 0, 0, 0, 0, 0, 1
6880, 2.46775, 4.39301, 9.78975, 0, 0, 0, 0, 0, 0, 1
6881, 5.23012, 6.64596, 7.40038, 0, 0, 0, 0, 0, 0, 1
6882, 3.16346, 5.98801, 6.74861, 0, 0, 0, 0, 0, 0, 1
6883, 6.2888, 4.23771, 8.54895, 0, 0, 0, 0, 0, 0, 1
6884, 3.51887, 4.71817, 3.14325, 0, 0, 0, 0, 0, 0, 1
6885, 9.21781, 9.2808, 2.95555, 0, 0, 0, 0, 0, 0, 1
6886, 4.15011, 9.31878, 5.27257, 0, 0, 0, 0, 0, 0, 1
6887, 4.40575, 5.28153, 8.38656, 0, 0, 0, 0, 0, 0, 1
6888, 6.45216, 1.27557, 3.60176, 0, 0, 0, 0, 0, 0, 1
6889, 0.409623, 5.3033, 1.72294, 0, 0, 0, 0, 0, 0, 1
6890, 0.232736, 1.75466, 6.41595, 0, 0, 0, 0, 0, 0, 1
6891, 4.229, 2.78951, 4.573, 0, 0, 0, 0, 0, 0, 1
6892, 2.38677, 2.35174, 0.183006, 0, 0, 0, 0, 0, 0, 1
6893, 5.84982, 6.04006, 4.69857, 0, 0, 0, 0, 0, 0, 1
6894, 8.2598, 8.02465, 6.10381, 0, 0, 0, 0, 0, 0, 1
6895, 0.761341, 9.46819, 0.731972, 0, 0, 0, 0, 0, 0, 1
6896, 4.13751, 1.05188, 3.34107, 0, 0, 0, 0, 0, 0, 1
6897, 1.10449, 9.27167, 4.70127, 0, 0, 0, 0, 0, 0, 1
6898, 7.94357, 6.44079, 7.31525, 0, 0, 0, 0, 0, 0, 1
6899, 7.67693, 9.15141, 5.11916, 0, 0, 0, 0, 0, 0, 1
6900, 1.97894, 9.76002, 5.93258, 0, 0, 0, 0, 0, 0, 1
6901, 2.22291, 7.40226, 3.66105, 0, 0, 0, 0, 0, 0, 1
6902, 4.28845, 4.43604, 7.50859, 0, 0, 0, 0, 0, 0, 1
6903, 3.48352, 3.79206, 4.49866, 0, 0, 0, 0, 0, 0, 1
6904, 4.94134, 6.46871, 8.35633, 0, 0, 0, 0, 0, 0, 1
6905, 9.36858, 7.64733, 7.06714, 0, 0, 0, 0, 0, 0, 1
6906, 2.36062, 3.77151, 3.48763, 0, 0, 0, 0, 0, 0, 1
6907, 8.5415, 6.70057, 6.08882, 0, 0, 0, 0, 0, 0, 1
6908, 5.75314, 7.38865, 4.72036, 0, 0, 0, 0, 0, 0, 1
6909, 1.49726, 1.17237, 1.74362, 0, 0, 0, 0, 0, 0, 1
6910, 6.48274, 0.0985726, 0.451714, 0, 0, 0, 0, 0, 0, 1
6911, 5.22891, 4.6836, 9.36282, 0, 0, 0, 0, 0, 0, 1
6912, 4.65453, 0.373857, 8.04788, 0, 0, 0, 0, 0, 0, 1
6913, 4.5071, 4.99401, 0.650858, 0, 0, 0, 0, 0, 0, 1
